atr14,body_fraction,direction,entry_timestamp_ms,escape_close,escape_distance_atr,escape_extreme,escape_threshold,htf_ema20,htf_ema50,htf_relationship,prior_range_high,prior_range_low,reentry_close,reentry_distance_atr,reentry_index,reentry_threshold,requested_entry,signal_close,signal_timestamp_ms,stop,stop_distance,stop_distance_atr,stop_distance_pct,strategy,symbol,tp1_distance_bps
0.024849999999999976,0.5330812854442327,LONG,1721205000000,2.1802,0.26156941649899224,2.1785,2.184215,2.2009437331194004,2.1051478896733884,EMA20_ABOVE_EMA50,2.2753,2.1867,2.2084,0.8732394366197213,225,2.1904275,2.2084,2.2084,1721204100000,2.1785,0.029900000000000038,1.203219315895375,1.3539213910523473,failed_range_escape_reversal_v1,WIFUSDT,162.47056692628166
0.003966428571428573,0.9189944134078326,LONG,1721235600000,0.43792,0.5067531064289601,0.4372,0.43953335714285713,0.4450685553130165,0.44198365485591584,EMA20_ABOVE_EMA50,0.4559,0.43993,0.44121,0.3227084458851079,259,0.44052496428571425,0.44121,0.44121,1721234700000,0.4372,0.0040100000000000136,1.0109850531244402,0.908864259649603,failed_range_escape_reversal_v1,ADAUSDT,109.06371115795235
0.2654285714285715,0.8810810810810801,LONG,1721235600000,27.48,0.32777179763186115,27.417,27.540457142857143,28.290784356451603,27.964072908375986,EMA20_ABOVE_EMA50,28.629,27.567,27.806,0.9004305705059229,259,27.606814285714286,27.806,27.806,1721234700000,27.417,0.38899999999999935,1.4655543595263696,1.3989786377040903,failed_range_escape_reversal_v1,AVAXUSDT,167.8774365244908
19.619999999999987,0.8031319910514696,LONG,1721235600000,3382.85,0.5173292558613709,3375.8,3391.038,3454.3218559466322,3430.458782843339,EMA20_ABOVE_EMA50,3473.51,3393.0,3400.8,0.3975535168195814,259,3395.943,3400.8,3400.8,1721234700000,3375.8,25.0,1.2742099898063208,0.7351211479651846,failed_range_escape_reversal_v1,ETHUSDT,88.21453775582215
0.11742857142857169,0.7681159420289851,LONG,1721235600000,13.814,0.5875912408759031,13.772,13.871257142857141,14.257681379049805,14.175471195053223,EMA20_ABOVE_EMA50,14.451,13.883,13.92,0.3150851581508578,259,13.900614285714285,13.92,13.92,1721234700000,13.772,0.1479999999999997,1.2603406326034008,1.0632183908045953,failed_range_escape_reversal_v1,LINKUSDT,127.58620689655146
1.3113285714285752,0.9358487914558618,LONG,1721235600000,154.6177,0.5127624110770821,154.4585,155.15896714285714,160.05280227510025,158.3676592149142,EMA20_ABOVE_EMA50,161.866,155.2901,155.9496,0.502925059645076,259,155.48679928571428,155.9496,155.9496,1721234700000,154.4585,1.4911000000000172,1.1370910635887366,0.9561422408265345,failed_range_escape_reversal_v1,SOLUSDT,114.73706889918414
0.008799285714285716,0.9659477866061331,LONG,1721235600000,0.84605,0.6568714993100097,0.84411,0.8509500714285714,0.8668729458515538,0.8535232281830154,EMA20_ABOVE_EMA50,0.88788,0.85183,0.85456,0.3102524555564586,259,0.8531498928571428,0.85456,0.85456,1721234700000,0.84411,0.01044999999999996,1.1875963958113434,1.2228515259314687,failed_range_escape_reversal_v1,SUIUSDT,146.74218311177626
0.02400714285714283,0.5953307392996218,SHORT,1721267100000,2.2404,0.366557572151161,2.2608,2.234000714285714,2.180553412754863,2.139591281800799,EMA20_ABOVE_EMA50,2.2316,2.1555,2.2251,0.2707527521570943,294,2.2279989285714286,2.2251,2.2251,1721266200000,2.2608,0.03570000000000029,1.4870574233859106,1.6044222731562756,failed_range_escape_reversal_v1,WIFUSDT,192.5306727787531
0.9101499999999996,0.5885887454934962,SHORT,1721268900000,159.0513,0.2280942701752296,159.1326,158.934715,158.14039629958083,157.8767936082026,EMA20_ABOVE_EMA50,158.8437,154.6481,157.9248,1.0096137999230987,296,158.7071775,157.9248,157.9248,1721268000000,159.1326,1.2077999999999918,1.3270340053837195,0.7647943831494431,failed_range_escape_reversal_v1,SOLUSDT,91.77532597793316
0.001920000000000009,0.9655172413793004,LONG,1721281500000,0.43534,0.3593749999999819,0.43434,0.43583799999999995,0.4415026894311728,0.4412464892156412,EMA20_ABOVE_EMA50,0.4429,0.43603,0.43758,0.8072916666666896,310,0.436318,0.43758,0.43758,1721280600000,0.43434,0.0032400000000000206,1.6875000000000029,0.7404360345536862,failed_range_escape_reversal_v1,ADAUSDT,88.85232414644236
0.004722142857142857,0.7666068222621227,SHORT,1721305800000,0.85206,0.7094236877930881,0.85518,0.8491822142857143,0.848622642071831,0.8497928970410604,EMA20_BELOW_EMA50,0.84871,0.83633,0.84779,0.19482680381181203,337,0.8480016785714285,0.84779,0.84779,1721304900000,0.85518,0.007390000000000008,1.5649674784450176,0.8716781278382627,failed_range_escape_reversal_v1,SUIUSDT,104.60137534059152
0.036950000000000004,0.9061784897025129,SHORT,1721305800000,2.4687,0.21380243572395777,2.4752,2.464495,2.2771005353408094,2.20055072822944,EMA20_ABOVE_EMA50,2.4608,2.2302,2.4291,0.8579161028416735,337,2.4552575,2.4291,2.4291,1721304900000,2.4752,0.04610000000000003,1.247631935047362,1.8978222386892278,failed_range_escape_reversal_v1,WIFUSDT,227.73866864270732
0.005807142857142836,0.7564766839378375,LONG,1721331900000,0.79092,0.3444034440344419,0.7853,0.7923392857142857,0.8340160774172192,0.8428827295221659,EMA20_BELOW_EMA50,0.8437,0.79292,0.7953,0.4098400984009939,366,0.7937910714285714,0.7953,0.7953,1721331000000,0.7853,0.010000000000000009,1.7220172201722095,1.2573871495033333,failed_range_escape_reversal_v1,SUIUSDT,150.8864579404
0.030664285714285682,0.7023255813953558,SHORT,1721345400000,2.4595,0.22501747030048636,2.4667,2.4556664285714285,2.342648103464461,2.2621262511251135,EMA20_ABOVE_EMA50,2.4526,2.272,2.4444,0.2674120661542043,381,2.448000357142857,2.4444,2.4444,1721344500000,2.4667,0.022299999999999986,0.7272303750291175,0.9122893143511696,failed_range_escape_reversal_v1,WIFUSDT,109.47471772214033
0.0021571428571428497,0.5203703703703753,LONG,1721352600000,0.4165,1.0384105960265029,0.41634,0.41852428571428574,0.4292767628248295,0.4349153427782804,EMA20_BELOW_EMA50,0.4264,0.41874,0.41931,0.2642384105960343,389,0.4190635714285714,0.41931,0.41931,1721351700000,0.41634,0.002970000000000028,1.376821192052998,0.7083065035415392,failed_range_escape_reversal_v1,ADAUSDT,84.9967804249847
0.05964285714285733,0.5502958579881639,LONG,1721352600000,13.401,1.4083832335329236,13.395,13.479035714285713,13.674124730343326,13.836867424796592,EMA20_BELOW_EMA50,13.661,13.485,13.494,0.1508982035928196,389,13.493946428571428,13.494,13.494,1721351700000,13.395,0.0990000000000002,1.6598802395209562,0.7336594041796368,failed_range_escape_reversal_v1,LINKUSDT,88.03912850155642
1.1607142857142878,0.9558492941282168,SHORT,1721371500000,165.493,0.3117046153846046,165.7182,165.24727142857142,159.09750408829558,158.54596156880348,EMA20_ABOVE_EMA50,165.1312,156.0,164.43,0.6041107692307682,410,164.95709285714287,164.43,164.43,1721370600000,165.7182,1.2881999999999891,1.1098338461538348,0.7834336799853976,failed_range_escape_reversal_v1,SOLUSDT,94.01204159824769
0.19335714285714264,0.6930232558139582,LONG,1721377800000,26.683,0.34650905060953213,26.649,26.730664285714287,27.18602289391951,27.419437991010852,EMA20_BELOW_EMA50,27.505,26.75,26.832,0.4240857037310719,417,26.77900357142857,26.832,26.832,1721376900000,26.649,0.18299999999999983,0.9464351680827486,0.6820214669051872,failed_range_escape_reversal_v1,AVAXUSDT,81.84257602862246
0.040121428571428516,0.8362369337979052,LONG,1721384100000,2.3573,0.11963681680612233,2.3532,2.358087857142857,2.3835813207205,2.3123827030438804,EMA20_ABOVE_EMA50,2.5322,2.3621,2.3813,0.47854726722450036,424,2.368118214285714,2.3813,2.3813,1721383200000,2.3532,0.028099999999999792,0.7003738650525149,1.1800277159534622,failed_range_escape_reversal_v1,WIFUSDT,141.60332591441545
0.035678571428571414,0.7125000000000121,SHORT,1721399400000,2.5081,0.13173173173173594,2.5162,2.506967857142857,2.3996842956258773,2.3297724358951153,EMA20_ABOVE_EMA50,2.5034,2.3532,2.4796,0.6670670670670685,441,2.4980482142857143,2.4796,2.4796,1721398500000,2.5162,0.036599999999999966,1.0258258258258253,1.47604452331021,failed_range_escape_reversal_v1,WIFUSDT,177.1253427972252
0.036021428571428524,0.7323529411764694,SHORT,1721412900000,2.5727,0.11659726353362292,2.5835,2.5721021428571427,2.438618318963086,2.3573040426175957,EMA20_ABOVE_EMA50,2.5685,2.4,2.5478,0.5746579417013612,456,2.5630967857142855,2.5478,2.5478,1721412000000,2.5835,0.03569999999999984,0.99107674003569,1.4012088860978036,failed_range_escape_reversal_v1,WIFUSDT,168.14506633173642
0.9914785714285647,0.8785529715762219,LONG,1721427300000,167.9263,0.19546564654521467,167.6998,168.02095214285714,165.64830632812337,162.33847829552573,EMA20_ABOVE_EMA50,170.8147,168.1201,168.9123,0.7990086955268677,472,168.2688217857143,168.9123,168.9123,1721426400000,167.6998,1.2124999999999773,1.2229210342417745,0.7178281273773297,failed_range_escape_reversal_v1,SOLUSDT,86.13937528527958
0.007447142857142867,0.6939252336448655,SHORT,1721469600000,0.88843,0.1275657011317866,0.88948,0.8882247142857144,0.8564107066563131,0.843927335394395,EMA20_ABOVE_EMA50,0.88748,0.85359,0.88249,0.6700556301553866,519,0.8863629285714286,0.88249,0.88249,1721468700000,0.88948,0.006990000000000052,0.9386150009591464,0.7920769640449241,failed_range_escape_reversal_v1,SUIUSDT,95.04923568539091
0.03344999999999988,0.5758928571428638,SHORT,1721493900000,2.6505,0.2541106128550136,2.6632,2.645345,2.5131728890118494,2.45323095354365,EMA20_ABOVE_EMA50,2.642,2.47,2.6247,0.5171898355754904,546,2.6369825,2.6247,2.6247,1721493000000,2.6632,0.03849999999999998,1.1509715994020961,1.466834304872937,failed_range_escape_reversal_v1,WIFUSDT,176.02011658475243
0.15107142857142872,0.9604519774011417,SHORT,1721515500000,29.033,0.2515366430260062,29.117,29.010107142857144,28.36885203481003,28.02634723716855,EMA20_ABOVE_EMA50,28.995,28.332,28.863,0.8737588652482356,570,28.972339285714288,28.863,28.863,1721514600000,29.117,0.25400000000000134,1.6813238770685652,0.8800194020025685,failed_range_escape_reversal_v1,AVAXUSDT,105.6023282403082
0.022328571428571444,0.8874999999999986,LONG,1721516400000,2.5811,0.7479206653870628,2.5807,2.595567142857143,2.5684840619271228,2.4949374001324998,EMA20_ABOVE_EMA50,2.6639,2.5978,2.6095,0.5239923224568254,571,2.6011492857142855,2.6095,2.6095,1721515500000,2.5807,0.028799999999999937,1.2898272552783072,1.1036597049243126,failed_range_escape_reversal_v1,WIFUSDT,132.4391645909175
0.16392857142857156,0.6352941176470714,SHORT,1721527200000,29.303,0.549019607843136,29.322,29.22939285714286,28.595099737395824,28.1781012604321,EMA20_ABOVE_EMA50,29.213,28.613,29.141,0.43921568627452606,583,29.188410714285716,29.141,29.141,1721526300000,29.322,0.18100000000000094,1.1041394335512031,0.6211180124223635,failed_range_escape_reversal_v1,AVAXUSDT,74.53416149068362
0.15157142857142855,0.5798319327731025,SHORT,1721562300000,29.372,0.316682375117802,29.528,29.339157142857143,28.841349016346964,28.429812183494843,EMA20_ABOVE_EMA50,29.324,28.5,29.234,0.5937794533458992,622,29.301264285714286,29.234,29.234,1721561400000,29.528,0.29399999999999693,1.939679547596587,1.005678319764647,failed_range_escape_reversal_v1,AVAXUSDT,120.68139837175762
0.496928571428572,0.7318181818181638,SHORT,1721595600000,32.522,0.3461262038234808,32.522,32.39969285714286,30.10325529460328,29.17362867035223,EMA20_ABOVE_EMA50,32.35,29.741,32.2,0.30185424752047973,659,32.275460714285714,32.2,32.2,1721594700000,32.522,0.3219999999999956,0.6479804513439605,0.9999999999999863,failed_range_escape_reversal_v1,AVAXUSDT,119.99999999999835
0.029399999999999964,0.5737704918032815,SHORT,1721650500000,2.8294,0.15306122448980192,2.84,2.82784,2.728159327092417,2.6452634514296247,EMA20_ABOVE_EMA50,2.8249,2.6969,2.8119,0.4421768707482965,720,2.82049,2.8119,2.8119,1721649600000,2.84,0.028099999999999792,0.9557823129251641,0.9993243002951667,failed_range_escape_reversal_v1,WIFUSDT,119.91891603542001
0.2408571428571431,0.5932584269662903,LONG,1721657700000,31.558,0.3944246737840993,31.505,31.628914285714284,31.798220947978404,30.683092606721093,EMA20_ABOVE_EMA50,32.59,31.653,31.822,0.7016607354685659,728,31.68912857142857,31.822,31.822,1721656800000,31.505,0.31700000000000017,1.3161328588374845,0.9961661743447935,failed_range_escape_reversal_v1,AVAXUSDT,119.5399409213752
0.004645714285714285,0.9653179190751527,SHORT,1721680200000,0.85126,0.10332103321033985,0.85194,0.8512445714285715,0.8460649073640519,0.8472192559436386,EMA20_BELOW_EMA50,0.85078,0.828,0.84625,0.9750922509225166,753,0.8500831428571428,0.84625,0.84625,1721679300000,0.85194,0.005690000000000084,1.2247847478474967,0.6723781388478681,failed_range_escape_reversal_v1,SUIUSDT,80.68537666174419
0.0026664285714285774,0.838596491228082,LONG,1721691000000,0.42421,0.20251808197161933,0.42317,0.4244833571428572,0.4319220694615096,0.4331294593819378,EMA20_BELOW_EMA50,0.4332,0.42475,0.4266,0.6938119474952966,765,0.4251499642857143,0.4266,0.4266,1721690100000,0.42317,0.0034299999999999886,1.2863648540048147,0.8040318799812445,failed_range_escape_reversal_v1,ADAUSDT,96.48382559774932
0.24685714285714308,0.8042168674698761,LONG,1721691000000,31.62,0.48611111111110034,31.523,31.715314285714285,31.923552252495078,31.07840998448517,EMA20_ABOVE_EMA50,32.426,31.74,31.887,0.5954861111111187,765,31.77702857142857,31.887,31.887,1721690100000,31.523,0.36400000000000077,1.4745370370370388,1.1415310314548273,failed_range_escape_reversal_v1,AVAXUSDT,136.98372377457926
