symbol,bars,history_days_observed,realized_vol_daily,median_range_bps,median_hourly_quote_volume,turnover_24h,spread_bps,funding_rate_now,price_acceleration_24h,volume_acceleration,vol_pct,liq_pct,spread_pct,tier,roundtrip_slippage_bps_10,roundtrip_slippage_bps_25,roundtrip_slippage_bps_50,roundtrip_slippage_bps_100,roundtrip_slippage_bps_250,roundtrip_slippage_bps_500,roundtrip_slippage_bps_1000,cost_bps_100
MSFUUSDT,1000,41.666666666666664,0.02600697755518494,72.53539633976706,552.07098,115525.58824,0.7556960590450806,0.0,0.009762900976290179,1.9326247105318692,0.22280471821756226,0.2870249017038008,0.0655307994757536,HV_D,,,,,,,,
MSTRUSDT,1000,41.666666666666664,0.04353011399983568,97.80544460640874,1022930.0351,35553785.4108,0.7621079907015893,0.00018,0.008331439824282305,1.6183043090225444,0.6238532110091743,0.9685452162516383,0.06684141546526867,HV_B,0.0,0.281396177947979,0.5213951844140752,1.2237532246517357,2.149191983834564,2.916320401432637,3.7663194324943916,13.985861215353324
MSTUUSDT,1000,41.666666666666664,0.0859285247464084,207.70273883690027,48265.5440585,1127892.980385,6.572647408914908,0.0,0.01929211746522419,2.3737411993644306,0.9475753604193972,0.7562254259501966,0.42988204456094364,HV_A,0.0,0.0,0.0,0.0,3.29052583035061,8.726978012336684,12.489788773604182,18.572647408914907
MTLUSDT,1000,41.666666666666664,0.029564194627074148,64.9491505849127,418.342285,21936.97811,4.216740459624246,0.0001,0.012093411175980062,0.8483222086538065,0.2673656618610747,0.07601572739187418,0.27391874180865006,HV_D,,,,,,,,
MUBARAKUSDT,1000,41.666666666666664,0.08089531172728498,205.15982267848813,36919.614960000006,1170074.74846,4.645760743321529,5e-05,0.004633920296570837,0.3695106030553268,0.9370904325032765,0.762778505897772,0.30144167758846657,HV_A,0.0,0.0,0.33947357779839926,2.496865702829032,3.7908542037967674,5.974364187824044,9.129486279717547,19.142626446150558
MUFGUSDT,1000,41.666666666666664,0.01953109441164829,40.520061869933656,214.52228,8704.27575,6.578803096423574,0.0,0.001007622886182391,0.46419601334705646,0.1310615989515072,0.027522935779816515,0.4325032765399738,HV_D,,,,,,,,
MUSDT,1000,41.666666666666664,0.04663597396278016,95.21856034907233,2988.4583000000002,62727.6344,7.37599114880981,0.000152,0.01876870069815939,0.1560749985453979,0.6880733944954128,0.17955439056356487,0.4875491480996068,HV_D,,,,,,,,
MUUSDT,1000,41.666666666666664,0.03186282416742529,56.21418659961501,1110811.14725,50174825.0258,0.5269564575874303,0.0,0.012200463660352767,0.6496216982954534,0.3224115334207077,0.9750982961992136,0.04325032765399738,HV_D,,,,,,,,
MUUUSDT,1000,41.666666666666664,0.06410791035549317,106.31890326105871,99825.81923,3643996.10759,2.6529597081741403,0.0,0.024411003676971132,0.4695915987773433,0.8689384010484927,0.8885976408912188,0.18479685452162517,HV_A,2.220446049250313e-12,1.1102230246251565e-12,0.011789473611800716,0.7264899531189695,2.956614554751047,5.6377671122909145,7.795744259294635,15.37944966129311
MVLLUSDT,1000,41.666666666666664,0.083008645055526,146.66115531467426,29834.70545,1179947.5992,4.223864836324397,0.0,0.0654574132492114,1.2118333734447575,0.9436435124508519,0.7640891218872871,0.27522935779816515,HV_A,0.0,0.0,0.0,0.0,1.303029319350557,4.816425315642414,7.504880524249469,16.223864836324395
MYXUSDT,1000,41.666666666666664,0.03500876062055347,97.90793475207931,3501.454635,110900.75859,5.709391949757117,5e-05,0.026176552492341854,0.29226950626701126,0.4089121887287025,0.272608125819135,0.36435124508519,HV_D,,,,,,,,
NAORISUSDT,1000,41.666666666666664,0.05375447384983601,112.66605354096879,5665.524335,268503.10759,19.368584156497374,5e-05,0.09533824044865058,1.3454155507414973,0.7863695937090432,0.5163826998689384,0.9239842726081258,HV_D,,,,,,,,
NATGASUSDT,1000,41.666666666666664,0.023531973712610475,44.912799094403894,29037.7241,3017917.2497,3.4030968181041,3e-06,0.014133057566356522,4.372215039306289,0.17955439056356487,0.8663171690694627,0.2214941022280472,HV_D,,,,,,,,
NAVERUSDT,417,17.375,0.0252964317397344,10.468948932386592,380.9188,46895.3497,4.436416642899717,0.0,0.022742765074053484,0.2255723563056273,0.20969855832241152,0.13368283093053734,0.28964613368283093,HV_D,,,,,,,,
NBISUSDT,1000,41.666666666666664,0.03871429306965767,77.89752076650521,61832.7877,2834778.851,1.9456199231490086,3.2e-05,0.02937003405221339,0.5966444039307591,0.5032765399737876,0.8623853211009175,0.14678899082568808,HV_D,,,,,,,,
NDX100USDT,1000,41.666666666666664,0.008000672901875503,16.073971337886103,2085.76435,217702.2467,0.3403965619947239,0.0,0.007096512570965108,0.14740328895297009,0.009174311926605505,0.46788990825688076,0.028833551769331587,HV_D,,,,,,,,
NEARUSDT,1000,41.666666666666664,0.04306686269458261,128.96740779329923,459291.88825,16447493.4978,0.5351170568561284,6.7e-05,0.023138143677858047,0.6110057430286775,0.6120576671035387,0.9475753604193972,0.045871559633027525,HV_B,0.0,0.0,0.11174319795248522,0.9994914961908297,2.007508209164177,2.5991454151219617,3.422522275778883,13.534608553046958
NEIROCTOUSDT,1000,41.666666666666664,0.05082970520037232,117.1280362022898,7560.31894537,491766.43398471,11.580775911986384,5e-05,0.012017564132193126,0.4314894242651089,0.7536041939711664,0.6343381389252949,0.7680209698558322,HV_D,,,,,,,,
NEOUSDT,1000,41.666666666666664,0.04119359984214695,99.82561280866948,4245.90408,137573.29751,9.871668311945824,0.0001,0.029284685549688105,0.5592741709258277,0.5740498034076016,0.3420707732634338,0.6736566186107471,HV_D,,,,,,,,
NETEASEUSDT,1000,41.666666666666664,0.017770079090283792,51.27087961264778,166.89128,4124.78358,21.641044486638016,0.0,0.006253857231022453,0.9317106060259001,0.10747051114023591,0.007863695937090432,0.944954128440367,HV_D,,,,,,,,
NETUSDT,343,14.291666666666666,0.030212304639568918,40.892971680028396,3326.3815999999997,174930.1061,9.477279040506009,0.0,0.010318142734307756,1.0588406970437234,0.2804718217562254,0.4076015727391874,0.6461336828309305,HV_D,,,,,,,,
NEWTUSDT,1000,41.666666666666664,0.036051164234063744,83.92021615699912,686.6927499999999,128149.83878,16.89393025220239,5e-05,0.02152827064111662,1.2524954206692567,0.42988204456094364,0.31847968545216254,0.8951507208387942,HV_D,,,,,,,,
NFLXUSDT,1000,41.666666666666664,0.015329891229303087,19.849902428144297,963.77665,230076.3102,4.898958971219381,0.0,0.0026875152699731286,0.40890886098077056,0.0799475753604194,0.48230668414154654,0.3119266055045872,HV_D,,,,,,,,
